Time [Sec],Na23,Mg24,P31,S34,Ca44,Mn55,Sr88,Ba137,La139,Ce140,Pr141,Nd146,Eu153,Gd157,Dy163,Ho165,Er166
1758.0665,82736.47,40,120,140,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1759.5665,84556.53,60,140,100,620.01,100,0,0,0,0,0,0,0,0,0,0,0
1761.0665,83339.78,60,100,110,340,50,0,0,0,0,0,0,0,0,0,0,0
1762.5665,82213.62,70,120,170,340,10,0,0,0,0,0,0,0,0,0,0,0
1764.0665,85019.13,120,40,110,700.02,30,0,0,0,0,0,0,0,0,0,0,0
1765.5665,83118.57,20,40,140,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1767.0665,82997.91,30,110,130,440.01,70,0,0,0,0,0,0,0,0,0,0,0
1768.5665,83561,80,90,150,300,40,0,0,0,0,0,0,0,0,0,0,0
1770.0665,82324.23,60,100,90,340,80,0,0,0,0,0,0,0,0,0,0,0
1771.5667,82957.68,60,120,80,320,70,0,0,0,0,0,0,0,0,0,0,0
1773.0667,81801.39,60,70,120,380,100,0,0,0,0,0,0,0,0,0,0,0
1774.5667,84043.68,60,110,90,500.01,60,0,0,0,0,0,0,0,0,0,0,0
1776.0667,84204.57,80,90,110,380,50,0,0,0,0,0,0,0,0,0,0,0
1777.5667,80484.33,80,150,150,360,70,0,0,0,0,0,0,0,0,0,0,0
1779.0667,82816.91,10,70,100,440.01,40,0,0,0,0,0,0,0,0,0,0,0
1780.5667,85431.44,60,120,70,320,60,0,0,0,0,0,0,0,0,0,0,0
1782.0667,83902.9,60,50,70,600.01,10,0,0,0,0,0,0,0,0,0,0,0
1783.5667,81901.93,60,60,90,620.01,80,0,0,0,0,0,0,0,0,0,0,0
1785.0669,85220.25,70,150,90,600.01,70,0,0,0,0,0,0,0,0,0,0,0
1786.5669,83902.9,30,50,140,700.02,50,0,0,0,0,0,0,0,0,0,0,0
1788.0669,84968.85,40,40,100,500.01,70,0,0,0,0,0,0,0,0,0,0,0
1789.5669,82485.1,70,100,110,500.01,50,0,0,0,0,0,0,0,0,0,0,0
1791.0669,82786.75,50,50,100,420.01,70,0,0,0,0,0,0,0,0,0,0,0
1792.5669,84305.14,50,80,120,600.01,130,0,0,0,0,0,0,0,0,0,0,0
1794.0669,83601.23,50,140,100,580.01,80,0,0,0,0,0,0,0,0,0,0,0
1795.5669,84486.14,30,40,100,480.01,110,0,0,0,0,0,0,0,0,0,0,0
1797.0669,82243.79,90,80,170,380,60,0,0,0,0,0,10,0,0,0,0,0
1798.567,83108.51,80,140,50,520.01,60,0,0,0,0,0,0,0,0,0,0,0
1800.067,84496.19,50,40,120,480.01,50,0,0,0,0,0,0,0,0,0,0,0
1801.567,83701.79,50,150,130,540.01,100,0,0,0,0,0,0,0,0,0,0,0
1803.067,83018.02,60,30,110,420.01,50,0,0,0,0,0,0,0,0,0,0,0
1804.567,83018.02,50,40,150,560.01,60,0,0,0,0,0,0,0,0,0,0,0
1806.067,84144.24,40,110,110,500.01,80,0,0,0,0,0,0,0,0,0,0,0
1807.567,83068.29,30,80,140,500.01,60,0,0,0,0,0,0,0,0,0,0,0
1809.067,83983.35,30,80,140,560.01,60,0,0,0,0,0,0,0,0,0,0,0
1810.567,82575.59,90,100,80,420.01,80,0,0,0,0,0,0,0,0,0,0,0
1812.0671,83923.01,60,40,190,540.01,60,0,0,0,0,0,0,0,0,0,0,0
1813.5671,85330.88,120,70,60,440.01,90,0,0,0,0,0,0,0,0,0,0,0
1815.0671,83249.29,30,130,160,600.01,90,0,0,0,0,0,0,0,0,0,0,0
1816.5671,82615.82,60,80,90,700.02,90,0,0,0,0,0,0,0,0,0,0,0
1818.0671,83611.29,60,50,180,300,40,0,0,0,0,0,0,0,0,0,0,0
1819.5671,83691.73,40,170,130,540.01,60,0,0,0,0,0,0,0,0,0,0,0
1821.0671,81509.81,80,60,70,440.01,80,0,0,0,0,0,0,0,0,0,0,0
1822.5671,81901.93,50,70,130,480.01,60,0,0,0,0,0,0,0,0,0,0,0
1824.0671,81188.08,110,90,170,420.01,110,0,0,0,0,0,0,0,0,0,0,0
1825.5671,83450.4,30,80,150,380,80,0,0,0,0,0,0,0,0,0,0,0
1827.0673,81127.76,70,80,140,380,80,0,0,0,0,0,0,0,0,0,0,0
1828.5673,84546.47,40,40,160,380,100,0,0,0,0,0,0,0,0,0,0,0
1830.0673,85300.71,40,70,150,580.01,110,0,0,0,0,0,0,0,0,0,0,0
1831.5673,83440.34,30,60,70,380,50,0,0,0,0,0,0,0,0,0,0,0
1833.0673,82374.5,60,80,70,340,20,0,0,0,0,0,0,0,0,0,0,0
1834.5673,81308.73,80,120,90,320,80,0,0,0,0,0,0,0,0,0,0,0
1836.0673,83902.9,100,140,40,420.01,130,0,0,0,0,0,0,0,0,0,0,0
1837.5673,80846.26,80,130,140,440.01,70,0,0,0,0,0,0,0,0,0,0,0
1839.0673,82304.12,50,50,50,580.01,60,0,0,0,0,0,0,0,0,0,0,0
1840.5673,83450.4,50,140,160,400.01,50,0,0,0,0,0,0,0,0,0,0,0
1842.0675,82877.24,80,50,100,420.01,60,100,0,0,0,0,0,0,0,0,0,0
1843.5675,84978.9,90,70,130,440.01,60,0,0,0,0,0,0,0,0,0,0,0
1845.0675,84888.39,60,60,120,320,70,0,0,0,0,0,0,0,0,0,0,0
1846.5675,85431.44,110,170,100,480.01,60,0,0,0,0,0,0,0,0,10,0,0
1848.0675,85934.3,20,90,160,520.01,90,0,0,0,0,0,0,0,0,0,0,0
1849.5675,83188.95,110,50,210,420.01,30,0,0,0,0,0,0,0,0,0,0,0
1851.0675,81117.71,90,100,130,600.01,120,0,0,0,0,0,0,0,0,0,0,0
1852.5675,84828.06,100,40,110,340,90,0,0,0,0,0,0,0,0,0,0,0
1854.0675,85723.09,100,120,130,480.01,110,0,0,0,0,0,0,0,0,0,0,0
1855.5676,82957.68,30,100,70,440.01,100,0,0,0,0,0,0,0,0,0,0,0
1857.0676,83571.05,50,60,60,420.01,30,0,0,0,0,0,0,0,0,0,0,0
1858.5676,83772.18,70,100,90,360,130,0,0,0,0,0,0,0,0,0,0,0
1860.0676,83420.22,70,100,60,480.01,70,0,0,0,0,0,0,20,0,0,0,0
1861.5676,80484.33,40,40,130,320,80,0,0,0,0,0,0,0,0,0,0,0
1863.0676,80645.18,40,80,130,600.01,110,0,0,0,0,0,0,0,0,0,0,0
1864.5676,83420.22,90,130,130,460.01,30,0,0,0,0,0,0,0,0,0,0,0
1866.0676,83842.57,30,120,110,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1867.5676,83199.01,40,70,150,460.01,70,0,0,0,0,0,0,0,0,0,0,0
1869.0677,84043.68,80,70,130,480.01,80,0,0,0,0,0,0,0,0,0,0,0
1870.5677,83721.89,70,100,70,360,60,0,0,0,0,0,0,0,0,0,0,0
1872.0677,81731.01,40,70,210,540.01,80,0,0,0,0,0,0,0,0,0,0,0
1873.5677,81489.71,70,50,40,460.01,100,0,0,0,0,0,0,0,0,0,0,0
1875.0677,83681.67,50,160,70,540.01,70,0,0,0,0,0,0,0,0,0,0,0
1876.5677,82324.23,40,100,150,420.01,70,0,0,0,0,0,0,0,0,0,0,0
1878.0677,84908.5,100,90,120,540.01,70,0,0,0,0,0,0,0,0,0,0,0
1879.5677,83028.07,90,70,190,480.01,40,0,0,0,0,0,0,0,0,0,0,0
1881.0677,82696.25,80,110,170,660.01,20,0,0,0,0,0,0,0,0,0,0,0
1882.5677,82615.82,60,60,100,460.01,80,0,0,0,0,0,0,0,0,0,0,0
1884.068,83711.83,30,110,110,420.01,100,0,0,0,0,0,0,0,0,0,0,0
1885.568,82967.73,150,120,140,440.01,40,0,0,0,0,0,0,0,0,0,0,0
1887.068,85129.74,120,140,100,320,30,0,0,0,0,0,0,0,0,0,0,0
1888.568,82957.68,80,110,80,340,60,0,0,0,0,0,0,0,0,0,0,0
1890.068,84345.36,120,100,110,580.01,10,0,0,0,0,0,0,0,0,0,0,0
1891.568,82515.26,30,120,80,440.01,50,0,0,0,0,0,0,0,0,0,0,0
1893.068,82072.86,80,110,100,540.01,60,0,0,0,0,0,0,0,0,0,0,0
1894.568,85310.76,50,80,120,540.01,100,0,0,0,0,0,0,0,0,0,0,0
1896.068,84114.07,70,120,40,360,70,0,0,0,0,0,0,0,0,0,0,0
1897.568,85954.4,60,90,160,680.02,60,0,0,0,0,0,0,0,0,0,0,0
1899.0681,80836.2,90,70,90,580.01,80,0,10,0,0,0,0,0,0,0,0,0
1900.5681,82062.8,70,130,160,480.01,50,0,0,0,0,0,0,0,0,0,0,0
1902.0681,86366.76,90,110,90,400.01,50,0,0,0,0,0,0,0,0,0,0,0
1903.5681,85099.58,20,30,90,560.01,80,0,0,0,0,0,0,0,0,0,0,0
1905.0681,82113.07,80,110,100,360,100,0,0,0,0,0,0,0,0,0,0,0
1906.5681,82434.82,60,80,130,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1908.0681,83862.67,100,140,100,420.01,50,0,0,0,0,0,0,0,0,0,0,0
1909.5681,81720.96,20,80,160,220,40,0,0,0,0,0,0,0,0,0,0,0
1911.0681,82133.18,80,100,70,620.01,120,0,0,0,0,0,0,0,0,0,0,0
1912.5682,82786.75,50,110,110,360,80,0,0,0,0,0,0,0,0,0,0,0
1914.0682,82454.94,30,40,70,320,100,0,0,0,0,0,0,0,0,0,0,0
1915.5682,82183.46,60,90,120,440.01,60,0,0,0,0,0,0,0,0,0,0,0
1917.0682,84556.53,80,80,40,360,90,0,0,0,0,0,0,0,0,0,0,0
1918.5682,83651.5,10,50,80,300,80,0,0,0,0,0,0,0,0,0,0,0
1920.0682,84506.25,80,70,110,500.01,30,0,0,0,0,0,0,0,0,0,0,0
1921.5682,83611.29,40,70,40,320,50,0,0,0,0,0,0,0,0,0,0,0
1923.0682,86286.3,60,80,100,500.01,80,0,0,0,0,0,0,0,0,0,0,0
1924.5682,83651.5,50,90,210,480.01,130,0,0,0,0,0,0,0,0,0,0,0
1926.0685,82555.49,40,130,160,400.01,120,0,0,0,0,0,0,0,0,0,0,0
1927.5685,84707.37,70,80,140,380,40,0,0,0,0,0,0,0,0,0,0,0
1929.0685,80976.96,50,60,130,180,80,0,0,0,0,0,0,0,0,0,0,0
1930.5685,81720.96,40,110,100,420.01,30,0,0,0,0,0,0,0,0,0,0,0
1932.0685,85793.49,80,70,120,400.01,60,0,0,0,0,0,0,0,0,0,0,0
1933.5685,83731.94,100,70,160,420.01,40,0,0,0,0,0,0,0,0,0,0,0
1935.0685,83772.18,70,100,110,280,90,0,0,0,0,0,0,0,0,0,0,0
1936.5685,84425.8,40,150,40,420.01,20,0,0,0,0,0,0,0,0,0,0,0
1938.0685,83731.94,40,80,80,520.01,100,0,0,0,0,0,0,0,0,0,0,0
1939.5686,83400.12,70,140,110,560.01,130,0,0,0,0,0,0,0,0,0,0,0
1941.0686,83671.62,70,100,100,320,50,0,0,0,0,0,0,0,0,0,0,0
1942.5686,83209.06,130,150,70,540.01,90,0,0,0,0,0,0,0,0,0,0,0
1944.0686,86276.24,40,120,90,480.01,150,0,0,0,0,0,0,0,0,0,0,0
1945.5686,83550.95,60,100,90,560.01,80,0,0,0,0,0,0,0,0,0,0,0
1947.0686,84063.79,50,70,120,480.01,80,0,0,0,0,0,0,0,0,0,0,0
1948.5686,82062.8,40,90,90,520.01,30,0,0,0,0,0,0,0,0,0,0,0
1950.0686,85280.59,20,70,120,520.01,90,0,0,0,0,0,0,0,0,0,0,0
1951.5686,82766.64,110,30,70,560.01,50,0,0,0,0,0,0,0,0,0,0,0
1953.0686,86497.5,40,70,140,560.01,80,0,0,0,0,0,0,0,0,0,10,0
1954.5687,85572.24,110,90,90,400.01,130,0,0,0,0,0,0,0,0,0,0,0
1956.0687,83892.84,50,80,130,700.02,100,0,0,0,0,0,0,0,0,0,0,0
1957.5687,84948.73,90,110,110,340,80,0,0,0,0,0,0,0,0,0,0,0
1959.0687,83651.5,50,50,90,500.01,60,0,0,0,0,0,0,0,0,0,0,0
1960.5687,84093.95,90,90,80,680.02,80,0,0,0,0,0,0,0,0,0,0,0
1962.0687,85009.07,110,80,90,580.01,130,0,0,0,0,0,0,0,0,0,0,0
1963.5687,83571.05,60,80,110,480.01,80,0,0,0,0,0,0,0,0,0,0,0
1965.0687,84335.3,60,80,140,620.01,40,0,0,0,0,0,0,0,0,0,0,0
1966.5687,83762.12,70,70,100,480.01,60,0,0,0,0,0,0,0,0,0,0,0
1968.0687,83319.68,70,60,90,460.01,80,0,0,0,0,0,0,0,0,0,0,0
1969.569,83902.9,40,110,60,400.01,30,0,0,0,0,0,0,0,0,0,0,0
1971.069,84616.87,30,90,110,320,70,0,0,0,0,0,0,0,0,0,0,0
1972.569,83369.95,10,70,60,460.01,40,0,0,0,0,0,0,0,0,0,0,0
1974.069,84526.37,40,80,70,560.01,80,0,0,0,0,0,0,0,0,0,0,0
1975.569,83852.62,40,60,90,380,40,0,0,0,0,0,0,0,0,0,0,0
1977.069,84295.08,60,60,90,520.01,30,0,0,0,0,0,0,0,0,0,0,0
1978.569,84305.14,60,130,100,380,50,0,0,0,0,0,0,0,0,0,0,0
1980.069,83440.34,60,70,140,340,90,0,0,0,0,0,0,0,0,0,0,0
1981.569,82837.02,30,100,160,560.01,80,0,0,0,0,0,0,0,0,0,0,0
1983.0691,82595.7,120,100,100,560.01,50,0,0,0,0,0,0,0,0,0,0,0
1984.5691,83882.78,90,60,110,320,80,0,0,0,0,0,0,0,0,0,0,0
1986.0691,86276.24,110,60,140,400.01,40,0,0,0,0,0,0,0,0,0,0,0
1987.5691,86024.8,70,70,90,520.01,30,0,0,0,0,0,0,0,0,0,0,0
1989.0691,85220.25,40,110,70,460.01,80,0,0,0,0,0,0,0,0,0,0,0
1990.5691,83832.51,20,40,100,600.01,110,0,0,0,0,0,0,0,0,0,0,0
1992.0691,85089.52,110,60,70,300,80,0,0,0,0,0,0,0,0,0,0,0
1993.5691,84254.85,80,100,100,600.01,120,0,0,0,0,0,0,0,0,0,0,0
1995.0691,81801.39,120,60,170,560.01,100,0,0,0,0,0,0,0,0,0,0,0
1996.5692,84375.53,70,110,90,600.01,60,0,0,0,0,0,0,0,0,0,0,0
1998.0692,84787.83,80,110,110,400.01,40,0,0,0,0,0,0,0,0,0,0,0
1999.5692,84697.32,70,100,110,340,40,0,0,10.2,0,0,0,0,0,0,0,0
2001.0692,85200.15,90,100,90,560.01,70,0,0,0,0,0,0,0,0,0,0,0
2002.5692,87080.85,40,80,30,440.01,50,0,0,0,0,0,0,0,0,0,0,0
2004.0692,84264.9,80,50,170,560.01,20,0,0,0,0,0,0,0,0,0,0,0
2005.5692,84234.74,90,90,90,340,50,0,0,0,0,0,0,0,0,0,0,0
2007.0692,85029.18,100,90,70,360,130,0,0,0,0,0,0,0,0,0,0,0
2008.5692,82947.63,80,50,90,440.01,60,0,0,0,0,0,0,0,0,0,0,0
2010.0693,86024.8,80,50,100,320,50,0,0,0,0,0,0,0,0,0,0,0
2011.5693,85692.93,60,100,100,600.01,40,0,0,0,0,0,0,0,0,0,0,0
2013.0693,84415.75,100,60,80,340,40,0,0,0,0,0,0,0,0,0,0,0
2014.5693,85672.81,60,50,150,500.01,110,0,0,0,0,0,0,0,0,0,0,0
2016.0693,82394.61,40,110,140,380,50,0,0,0,0,0,0,0,0,0,0,0
2017.5693,88016.25,90,90,110,360,70,0,0,0,0,0,0,0,0,0,0,10
2019.0693,86547.79,40,90,60,380,60,0,0,0,0,0,0,0,0,0,0,0
2020.5693,87815.09,60,100,120,480.01,70,0,0,0,0,0,0,0,0,0,0,0
2022.0693,84868.28,80,130,120,460.01,70,0,0,0,100,0,0,0,0,0,0,10
2023.5693,84134.18,120,80,120,440.01,60,0,0,0,0,0,0,0,10,0,0,0
2025.0696,82937.58,90,90,60,660.01,140,0,0,0,0,0,0,0,0,0,0,0
2026.5696,82967.73,20,50,60,540.01,130,0,0,0,0,0,0,0,0,0,0,0
2028.0696,84234.74,40,60,50,540.01,110,0,0,0,0,0,0,0,0,0,0,0
2029.5696,85411.34,50,70,70,540.01,100,0,0,0,0,0,0,0,0,0,0,0
2031.0696,84405.69,50,30,160,540.01,30,0,10,0,0,0,0,0,0,0,0,0
2032.5696,84154.29,80,50,140,420.01,70,0,0,0,0,0,0,10,0,0,0,0
2034.0696,87613.92,50,60,60,640.01,90,0,0,0,0,0,0,0,0,0,0,0
2035.5696,83440.34,20,110,70,400.01,90,0,0,0,0,0,0,0,0,0,0,0
2037.0696,84626.93,110,140,50,740.02,60,0,0,0,0,0,0,0,0,0,0,0
2038.5696,83530.84,40,60,100,360,50,0,0,0,0,0,0,0,0,0,0,0
2040.0697,84787.83,40,160,30,520.01,80,0,0,0,0,0,0,0,0,0,0,0
2041.5697,82666.08,50,80,120,420.01,100,0,0,0,0,0,0,0,0,0,0,0
2043.0697,85521.96,100,60,210,400.01,90,0,0,0,0,0,0,0,0,0,0,0
2044.5697,83591.17,150,80,200,520.01,90,0,0,0,0,0,0,0,0,0,0,0
2046.0697,84727.49,80,90,100,560.01,70,0,0,0,0,0,0,0,0,0,0,0
2047.5697,83339.78,70,80,80,300,60,0,0,0,0,0,0,0,0,0,0,0
2049.0698,82595.7,80,100,100,460.01,70,0,0,0,0,0,0,0,0,0,0,0
2050.5698,85944.35,50,80,100,400.01,70,0,0,0,0,0,0,0,0,0,0,0
2052.0698,85210.2,90,120,60,400.01,160,0,0,0,0,0,0,0,0,0,0,0
2053.5698,84043.68,40,60,80,520.01,110,0,0,0,0,0,0,0,0,0,0,0
2055.0698,83591.17,40,100,70,520.01,40,0,0,0,0,0,0,0,0,0,0,0
2056.5698,83018.02,70,80,110,360,100,0,10,0,0,0,0,0,0,0,0,0
2058.0698,83500.67,90,150,50,340,50,100,0,0,0,0,0,0,0,0,0,0
2059.5698,84787.83,60,100,40,380,60,0,0,0,0,0,0,0,0,0,0,0
2061.0698,85049.3,100,130,90,600.01,80,0,0,0,0,0,0,0,0,0,0,0
2062.5698,82535.38,90,80,160,540.01,160,0,0,0,0,0,0,0,0,0,0,0
2064.0698,85009.07,60,70,150,400.01,40,0,0,0,0,0,0,0,0,0,0,0
2065.5698,85149.86,60,120,60,620.01,90,0,0,0,0,0,0,0,0,0,0,0
2067.0701,82565.55,80,80,160,440.01,90,0,0,0,0,0,0,0,0,0,0,0
2068.5701,83912.96,110,70,60,420.01,40,0,0,0,0,0,0,0,0,0,0,0
2070.0701,85833.72,80,50,110,380,100,0,0,0,0,0,0,0,0,0,0,0
2071.5701,83601.23,90,70,110,540.01,150,0,0,0,0,0,0,10,0,0,10,0
2073.0701,85059.35,60,130,110,520.01,60,0,0,0,0,0,0,0,0,0,0,0
2074.5701,83450.4,80,140,110,720.02,110,0,0,0,0,0,0,0,0,0,0,0
2076.0701,85391.22,80,50,90,620.01,30,0,0,0,0,0,0,0,0,0,0,0
2077.5701,84636.98,80,80,130,580.01,60,0,0,0,0,0,0,0,0,0,0,0
2079.0701,82706.31,70,120,110,420.01,60,0,0,0,0,0,0,0,0,0,0,0
2080.5701,83882.78,90,50,90,480.01,100,0,0,0,0,0,0,10,0,0,0,0
2082.0701,83299.56,60,120,110,440.01,80,0,0,0,0,0,0,0,0,0,0,0
2083.5701,85692.93,90,60,130,500.01,110,0,0,0,0,0,0,0,0,0,0,0
2085.0701,85602.41,110,80,170,420.01,50,0,0,0,0,0,0,0,0,0,0,0
2086.5701,85371.11,60,130,110,340,110,0,0,0,0,0,0,0,0,0,0,0
2088.0701,82766.64,60,80,60,640.01,80,0,0,0,0,0,0,0,0,0,0,0
2089.5701,84687.26,70,140,40,420.01,40,0,0,10.2,0,0,0,0,0,0,0,0
2091.0701,83500.67,20,100,120,300,40,0,0,0,0,0,0,0,0,0,0,0
2092.5701,85552.13,30,80,110,340,40,0,0,0,0,0,0,0,0,0,0,0
2094.0701,84244.79,60,40,100,620.01,20,0,0,0,0,0,0,0,0,0,0,0
2095.5703,84928.62,80,70,50,560.01,50,0,0,0,0,0,0,0,0,0,0,0
2097.0703,83480.56,90,80,100,200,90,0,0,0,0,0,0,0,0,0,0,0
2098.5703,82505.21,50,60,50,500.01,110,0,0,0,0,0,0,0,0,0,10,0
2100.0703,85119.7,30,100,80,480.01,50,0,0,0,0,0,0,0,0,0,0,0
2101.5703,82605.76,90,130,110,380,50,0,0,0,0,0,0,0,0,0,0,0
2103.0703,82907.41,60,50,120,360,90,0,0,0,0,0,0,0,10,0,0,0
2104.5703,81982.37,80,80,30,500.01,70,0,0,0,0,0,0,0,0,0,0,0
2106.0703,84616.87,90,60,140,500.01,40,0,0,0,0,0,0,0,0,0,0,0
2107.5703,84194.51,70,60,90,560.01,30,0,0,0,0,0,0,0,0,0,0,0
2109.0703,83420.22,40,50,90,560.01,90,0,0,0,0,0,0,0,0,0,0,0
2110.5706,86839.46,70,110,160,460.01,70,0,0,0,0,0,0,0,0,0,0,0
2112.0706,84566.59,90,90,90,460.01,50,0,0,0,0,0,0,0,0,0,0,0
2113.5706,85894.06,50,40,120,280,60,0,0,0,0,0,0,0,0,0,0,0
2115.0706,85230.31,70,90,100,380,100,0,0,0,0,0,0,0,0,0,0,0
2116.5706,84968.85,40,190,140,500.01,70,0,0,0,0,0,0,0,0,0,0,0
2118.0706,85280.59,60,100,60,520.01,50,0,0,0,0,0,0,0,0,0,0,0
2119.5706,85904.12,70,20,70,460.01,100,0,0,0,0,0,0,0,0,0,0,0
2121.0706,85290.65,100,110,120,560.01,90,0,0,0,0,0,0,0,0,0,0,0
2122.5706,84536.42,40,80,120,300,70,0,0,0,0,0,0,0,0,0,0,0
2124.0706,84295.08,30,60,90,400.01,60,0,0,0,0,0,0,0,0,0,0,0
2125.5706,85320.82,80,130,90,500.01,70,0,0,0,0,0,0,0,0,0,0,0
2127.0706,84566.59,60,100,130,540.01,50,0,0,0,0,0,0,0,0,0,0,0
2128.5706,84526.37,50,60,110,600.01,80,0,0,0,0,0,0,0,0,0,0,0
2130.0706,83621.34,50,60,80,600.01,80,0,0,0,0,0,0,0,0,0,0,0
2131.5706,83188.95,30,90,50,460.01,60,0,0,0,0,0,0,0,0,0,0,0
2133.0706,86406.98,40,180,120,580.01,90,0,0,0,0,0,0,10,0,0,0,0
2134.5706,85039.24,40,50,80,320,70,0,0,0,0,0,0,0,0,0,10,0
2136.0706,85944.35,70,90,110,520.01,70,0,0,0,0,0,0,0,0,0,0,0
2137.5708,85924.24,80,40,50,440.01,60,0,0,0,0,0,0,0,0,0,0,0
2139.0708,85290.65,70,90,160,520.01,70,0,0,0,0,0,0,0,0,0,0,0
2140.5708,83530.84,50,90,30,340,50,0,0,0,0,0,0,0,0,0,0,0
2142.0708,85501.84,100,90,30,500.01,50,0,0,0,0,0,0,0,0,0,0,0
2143.5708,85310.76,40,90,80,520.01,90,0,0,0,0,0,0,0,0,0,0,0
2145.0708,84184.46,60,60,100,580.01,90,0,0,0,0,0,0,0,0,0,0,0
2146.5708,85894.06,40,100,50,320,120,0,0,0,0,0,0,0,0,0,0,0
2148.0708,84606.82,20,40,140,580.01,80,0,0,0,0,0,0,0,0,0,0,0
2149.5708,85431.44,70,90,140,400.01,40,0,0,0,0,0,0,0,0,0,0,0
2151.071,85230.31,70,100,110,360,40,0,0,0,0,0,0,0,0,0,0,0
2152.571,86356.7,50,130,70,340,50,0,0,0,0,0,0,0,0,0,0,0
2154.071,85481.73,80,40,50,400.01,130,0,0,0,0,0,0,0,0,0,0,0
2155.571,84606.82,100,100,90,560.01,70,0,0,0,0,0,0,0,0,0,0,0
2157.071,83882.78,20,50,180,620.01,70,0,0,0,0,0,0,0,0,0,0,0
2158.571,84616.87,50,70,150,580.01,60,0,10,0,0,0,0,0,0,0,0,10
2160.071,85833.72,60,80,60,400.01,90,0,0,0,0,0,0,0,0,0,0,0
2161.571,84355.41,110,90,110,600.01,50,0,0,0,0,0,0,0,0,0,0,0
2163.071,83591.17,60,40,110,440.01,60,0,0,0,0,0,0,0,0,0,0,0
2164.571,84405.69,30,130,60,380,60,0,0,0,0,0,0,0,0,0,0,0
2166.071,85773.38,90,110,130,500.01,80,0,0,0,0,0,0,0,0,0,0,0
2167.571,85652.69,120,90,130,500.01,80,0,0,0,0,0,0,0,0,0,0,0
2169.071,86085.15,90,60,160,360,100,0,0,0,0,0,0,0,0,0,0,0
2170.571,83450.4,100,60,100,360,120,0,0,0,0,0,0,0,0,0,0,0
2172.071,87151.25,70,60,90,420.01,100,0,0,0,0,0,0,0,0,0,0,0
2173.571,83028.07,30,40,80,600.01,60,0,0,0,0,0,0,0,0,0,0,0
2175.071,84083.9,60,70,70,280,90,0,0,0,0,0,0,0,0,0,0,0
2176.571,85813.61,50,90,140,320,70,0,0,0,0,0,0,0,0,0,0,0
2178.071,86728.83,40,60,100,540.01,80,0,0,0,0,0,0,0,0,0,0,0
2179.571,85039.24,60,70,160,580.01,130,0,0,0,0,0,0,0,0,0,0,0
2181.0713,85411.34,70,30,110,280,90,0,0,0,0,0,0,0,0,0,0,0
2182.5713,84556.53,90,80,160,460.01,20,0,0,0,0,0,0,0,0,0,0,0
2184.0713,84355.41,70,60,110,420.01,60,0,0,0,0,0,0,0,0,0,0,0
2185.5713,83631.4,30,70,80,520.01,50,0,0,0,0,0,0,0,0,0,0,0
2187.0713,84546.47,40,100,100,380,30,0,0,0,0,0,0,0,0,0,0,0
2188.5713,84727.49,80,120,90,360,60,0,0,0,0,0,0,0,0,0,0,0
2190.0713,84918.56,110,60,120,460.01,70,0,0,0,0,0,0,0,0,0,0,0
2191.5713,82796.81,100,90,110,600.01,50,0,0,0,0,0,0,0,0,0,0,0
2193.0713,85894.06,80,70,120,440.01,70,0,0,0,0,0,0,0,0,0,0,0
2194.5715,84083.9,30,30,100,360,100,0,0,0,0,0,0,0,0,0,0,0
2196.0715,84878.34,100,80,90,560.01,40,0,0,0,0,0,0,0,0,0,0,0
2197.5715,84264.9,70,60,100,580.01,70,0,0,0,0,0,0,0,0,0,0,0
2199.0715,85833.72,50,160,40,380,40,0,0,0,0,0,0,0,0,0,0,0
2200.5715,83832.51,40,90,70,300,100,0,0,0,0,0,0,0,0,0,0,0
2202.0715,85652.69,110,100,60,620.01,50,0,0,0,0,0,0,0,0,0,0,0
2203.5715,83581.11,30,100,60,460.01,110,0,0,0,0,0,0,0,0,0,0,0
2205.0715,84546.47,50,70,110,540.01,50,0,0,0,0,0,0,0,0,0,0,0
2206.5715,85532.02,40,120,150,400.01,60,0,0,0,0,0,0,0,0,0,0,0
2208.0715,84073.85,40,110,80,320,30,0,0,0,0,0,0,0,0,0,0,0
2209.5715,83349.84,30,60,120,440.01,90,0,0,0,0,0,0,0,0,0,0,0
2211.0715,84003.46,100,40,80,420.01,50,0,0,0,0,0,0,0,0,0,0,0
2212.5715,83530.84,50,120,110,360,120,0,0,0,0,0,0,0,0,0,0,0
2214.0715,86115.32,120,70,70,340,100,0,0,0,0,0,0,0,0,0,0,0
2215.5715,85994.64,50,80,100,480.01,70,0,0,0,0,0,0,0,0,0,0,0
2217.0715,86326.52,50,90,130,200,80,0,0,0,0,0,0,10,0,0,0,0
2218.5715,85491.79,30,110,80,260,100,0,0,0,0,0,0,0,0,0,20,0
2220.0715,85421.39,100,90,100,260,60,0,0,0,0,0,0,0,0,0,0,0
2221.5718,85914.18,40,40,140,580.01,100,0,0,0,0,0,0,0,0,0,0,0
2223.0718,85320.82,60,120,120,400.01,130,0,0,0,0,0,0,0,0,0,0,0
2224.5718,81399.22,50,90,70,340,40,0,0,0,0,0,0,0,0,0,0,0
2226.0718,86336.58,110,30,100,360,100,0,0,0,0,0,0,0,0,0,0,0
2227.5718,84184.46,70,60,40,300,110,0,0,0,0,0,0,0,0,0,0,0
